Target,Common name,Uniprot ID,ChEMBL ID,Target Class,Probability*,Known actives (3D/2D)
Estrogen receptor beta,ESR2,Q92731,CHEMBL242,Nuclear receptor,0.259910103952,38 /  29     
DNA-3-methyladenine glycosylase,MPG,P29372,CHEMBL3396943,Enzyme,0.259910103952,1 /  1     
Solute carrier family 22 member 12,SLC22A12,Q96S37,CHEMBL6120,Electrochemical transporter,0.259910103952,1 /  1     
Cyclin-dependent kinase 5/CDK5 activator 1,CDK5R1 CDK5,Q15078 Q00535,CHEMBL1907600,Kinase,0.251528880603,5 /  18     
Cyclin-dependent kinase 1/cyclin B,CCNB3 CDK1 CCNB1 CCNB2,Q8WWL7 P06493 P14635 O95067,CHEMBL2094127,Other cytosolic protein,0.251528880603,3 /  9     
Arginase-1   (by homology),ARG1,P05089,CHEMBL1075097,Enzyme,0.251528880603,2 /  2     
Cyclin-dependent kinase 6,CDK6,Q00534,CHEMBL2508,Kinase,0.251528880603,2 /  4     
Cyclin-dependent kinase 2,CDK2,P24941,CHEMBL301,Kinase,0.251528880603,1 /  17     
Tyrosinase,TYR,P14679,CHEMBL1973,Oxidoreductase,0.176593624722,2 /  3     
Estradiol 17-beta-dehydrogenase 1,HSD17B1,P14061,CHEMBL3181,Enzyme,0.176593624722,8 /  4     
Aryl hydrocarbon receptor,AHR,P35869,CHEMBL3201,Transcription factor,0.176593624722,1 /  1     
Estrogen-related receptor alpha,ESRRA,P11474,CHEMBL3429,Nuclear receptor,0.176593624722,2 /  2     
Butyrylcholinesterase,BCHE,P06276,CHEMBL1914,Hydrolase,0.143269256947,0 /  3     
Adenosine A3 receptor,ADORA3,P0DMS8,CHEMBL256,Family A G protein-coupled receptor,0.143269256947,0 /  19     
"Beta-galactoside alpha-2,6-sialyltransferase 1",ST6GAL1,P15907,CHEMBL3596075,Transferase,0.143269256947,0 /  2     
Beta amyloid A4 protein,APP,P05067,CHEMBL2487,Membrane receptor,0.134939008937,2 /  12     
Poly [ADP-ribose] polymerase-1,PARP1,P09874,CHEMBL3105,Enzyme,0.134939008937,2 /  9     
Transthyretin,TTR,P02766,CHEMBL3194,Secreted protein,0.134939008937,2 /  2     
Matrix metalloproteinase 12,MMP12,P39900,CHEMBL4393,Protease,0.134939008937,1 /  1     
Lymphocyte differentiation antigen CD38,CD38,P28907,CHEMBL4660,Enzyme,0.134939008937,2 /  3     
Aldo-keto reductase family 1 member B10,AKR1B10,O60218,CHEMBL5983,Enzyme,0.134939008937,2 /  3     
Tankyrase-2,TNKS2,Q9H2K2,CHEMBL6154,Enzyme,0.134939008937,3 /  12     
Aldehyde dehydrogenase,ALDH2,P05091,CHEMBL1935,Oxidoreductase,1.0,1 /  51     
Estrogen receptor alpha,ESR1,P03372,CHEMBL206,Nuclear receptor,1.0,76 /  79     
Carbonic anhydrase VII,CA7,P43166,CHEMBL2326,Lyase,1.0,8 /  12     
Estrogen receptor beta,ESR2,Q92731,CHEMBL242,Nuclear receptor,1.0,92 /  69     
Carbonic anhydrase XII,CA12,O43570,CHEMBL3242,Lyase,1.0,8 /  18     
Carbonic anhydrase IV,CA4,P22748,CHEMBL3729,Lyase,1.0,7 /  9     
Thromboxane-A synthase,TBXAS1,P24557,CHEMBL1835,Cytochrome P450,0.53629804873,1 /  2     
Monoamine oxidase A,MAOA,P21397,CHEMBL1951,Oxidoreductase,0.53629804873,6 /  37     
Epidermal growth factor receptor erbB1,EGFR,P00533,CHEMBL203,Kinase,0.53629804873,6 /  6     
Maltase-glucoamylase,MGAM,O43451,CHEMBL2074,Hydrolase,0.53629804873,1 /  1     
Serotonin 2a (5-HT2a) receptor,HTR2A,P28223,CHEMBL224,Family A G protein-coupled receptor,0.53629804873,1 /  2     
Serotonin 2c (5-HT2c) receptor,HTR2C,P28335,CHEMBL225,Family A G protein-coupled receptor,0.53629804873,1 /  3     
Adenosine A1 receptor   (by homology),ADORA1,P30542,CHEMBL226,Family A G protein-coupled receptor,0.53629804873,6 /  18     
Adenosine A2a receptor,ADORA2A,P29274,CHEMBL251,Family A G protein-coupled receptor,0.53629804873,5 /  15     
Estradiol 17-beta-dehydrogenase 1,HSD17B1,P14061,CHEMBL3181,Enzyme,0.53629804873,10 /  5     
Estrogen-related receptor alpha,ESRRA,P11474,CHEMBL3429,Nuclear receptor,0.53629804873,2 /  2     
Estrogen-related receptor beta,ESRRB,O95718,CHEMBL3751,Nuclear receptor,0.53629804873,1 /  1     
ATP-binding cassette sub-family G member 2,ABCG2,Q9UNQ0,CHEMBL5393,Primary active transporter,0.53629804873,6 /  25     
Cytochrome P450 19A1,CYP19A1,P11511,CHEMBL1978,Cytochrome P450,0.387023621042,6 /  27     
Arachidonate 12-lipoxygenase,ALOX12,P18054,CHEMBL3687,Enzyme,0.316300346127,9 /  11     
Tyrosinase   (by homology),TYR,P14679,CHEMBL1973,Oxidoreductase,0.292767343994,2 /  2     
Macrophage migration inhibitory factor,MIF,P14174,CHEMBL2085,Enzyme,0.292767343994,1 /  8     
Xanthine dehydrogenase,XDH,P47989,CHEMBL1929,Oxidoreductase,0.237759864997,11 /  20     
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",PFKFB3,Q16875,CHEMBL2331053,Enzyme,0.206337196811,1 /  2     
Interleukin-2,IL2,P60568,CHEMBL5880,Secreted protein,0.198443988437,0 /  4     
Carbonyl reductase [NADPH] 1,CBR1,P16152,CHEMBL5586,Enzyme,0.182723414023,2 /  2     
Estradiol 17-beta-dehydrogenase 2,HSD17B2,P37059,CHEMBL2789,Enzyme,0.167041662364,10 /  4     
P-glycoprotein 1,ABCB1,P08183,CHEMBL4302,Primary active transporter,0.151315356696,12 /  37     
Receptor-type tyrosine-protein phosphatase S,PTPRS,Q13332,CHEMBL2396508,Phosphatase,0.143473412261,3 /  7     
Arachidonate 15-lipoxygenase,ALOX15,P16050,CHEMBL2903,Enzyme,0.143473412261,6 /  8     
Cyclooxygenase-1,PTGS1,P23219,CHEMBL221,Oxidoreductase,0.127750341333,0 /  3     
Norepinephrine transporter,SLC6A2,P23975,CHEMBL222,Electrochemical transporter,0.127750341333,0 /  1     
NADPH oxidase 4,NOX4,Q9NPH5,CHEMBL1250375,Enzyme,0.127750341333,5 /  6     
Monoamine oxidase B,MAOB,P27338,CHEMBL2039,Oxidoreductase,0.119895126898,0 /  83     
Serum paraoxonase/arylesterase 1,PON1,P27169,CHEMBL3167,Enzyme,0.119895126898,0 /  1     
Carbonic anhydrase II,CA2,P00918,CHEMBL205,Lyase,0.112041901328,6 /  22     
Carbonic anhydrase I,CA1,P00915,CHEMBL261,Lyase,0.112041901328,2 /  20     
Steryl-sulfatase,STS,P08842,CHEMBL3559,Enzyme,0.112041901328,0 /  6     
Acetylcholinesterase,ACHE,P22303,CHEMBL220,Hydrolase,0.112041901328,4 /  33     
Toll-like receptor (TLR7/TLR9),TLR9,Q9NR96,CHEMBL5804,Toll-like and Il-1 receptors,0.112041901328,0 /  1     
Arachidonate 5-lipoxygenase,ALOX5,P09917,CHEMBL215,Oxidoreductase,0.112041901328,4 /  11     
Peroxisome proliferator-activated receptor alpha,PPARA,Q07869,CHEMBL239,Nuclear receptor,0.112041901328,1 /  1     
Tankyrase-2,TNKS2,Q9H2K2,CHEMBL6154,Enzyme,0.112041901328,4 /  9     
Tankyrase-1,TNKS,O95271,CHEMBL6164,Enzyme,0.112041901328,4 /  13     
Protein-tyrosine phosphatase 1B,PTPN1,P18031,CHEMBL335,Phosphatase,0.112041901328,4 /  22     
Carbonic anhydrase IX,CA9,Q16790,CHEMBL3594,Lyase,0.112041901328,2 /  15     
Tissue-type plasminogen activator,PLAT,P00750,CHEMBL1873,Protease,0.112041901328,8 /  0     
Thrombin and coagulation factor X,F10,P00742,CHEMBL244,Protease,0.112041901328,9 /  0     
Urokinase-type plasminogen activator,PLAU,P00749,CHEMBL3286,Protease,0.112041901328,12 /  0     
Carbonic anhydrase VB,CA5B,Q9Y2D0,CHEMBL3969,Lyase,0.112041901328,0 /  2     
Induced myeloid leukemia cell differentiation protein Mcl-1,MCL1,Q07820,CHEMBL4361,Other cytosolic protein,0.112041901328,4 /  4     
Peroxisome proliferator-activated receptor gamma,PPARG,P37231,CHEMBL235,Nuclear receptor,0.112041901328,0 /  2     
Cyclin-dependent kinase 5/CDK5 activator 1,CDK5R1 CDK5,Q15078 Q00535,CHEMBL1907600,Kinase,0.112041901328,6 /  6     
Aldose reductase   (by homology),AKR1B1,P15121,CHEMBL1900,Enzyme,0.0,12 /  33     
Alpha-synuclein,SNCA,P37840,CHEMBL6152,Unclassified protein,0.0,2 /  0     
Insulin-like growth factor binding protein 3,IGFBP3,P17936,CHEMBL3997,Secreted protein,0.0,2 /  0     
Poly [ADP-ribose] polymerase-1,PARP1,P09874,CHEMBL3105,Enzyme,0.0,3 /  7     
Corticotropin releasing factor receptor 1,CRHR1,P34998,CHEMBL1800,Family B G protein-coupled receptor,0.0,1 /  0     
Estradiol 17-beta-dehydrogenase 3,HSD17B3,P37058,CHEMBL4234,Enzyme,0.0,0 /  12     
Bcl2-antagonist of cell death (BAD),BAD,Q92934,CHEMBL3817,Other cytosolic protein,0.0,0 /  1     
Tyrosine-protein kinase receptor FLT3,FLT3,P36888,CHEMBL1974,Kinase,0.0,5 /  7     
Cyclin-dependent kinase 1/cyclin B,CCNB3 CDK1 CCNB1 CCNB2,Q8WWL7 P06493 P14635 O95067,CHEMBL2094127,Other cytosolic protein,0.0,4 /  4     
Cyclooxygenase-2,PTGS2,P35354,CHEMBL230,Oxidoreductase,0.0,1 /  7     
Cyclin-dependent kinase 6,CDK6,Q00534,CHEMBL2508,Kinase,0.0,3 /  3     
Tyrosine-protein kinase SYK,SYK,P43405,CHEMBL2599,Kinase,0.0,3 /  3     
Glycogen synthase kinase-3 beta,GSK3B,P49841,CHEMBL262,Kinase,0.0,3 /  7     
Multidrug resistance-associated protein 1,ABCC1,P33527,CHEMBL3004,Primary active transporter,0.0,7 /  10     
Transthyretin,TTR,P02766,CHEMBL3194,Secreted protein,0.0,3 /  2     
Casein kinase II alpha,CSNK2A1,P68400,CHEMBL3629,Kinase,0.0,3 /  3     
Cystic fibrosis transmembrane conductance regulator,CFTR,P13569,CHEMBL4051,Other ion channel,0.0,1 /  1     
Cytochrome P450 1B1,CYP1B1,Q16678,CHEMBL4878,Cytochrome P450,0.0,12 /  21     
Aldo-keto reductase family 1 member B10,AKR1B10,O60218,CHEMBL5983,Enzyme,0.0,2 /  3     
Protein-tyrosine phosphatase 4A3,PTP4A3,O75365,CHEMBL4162,Phosphatase,0.0,1 /  0     
Heat shock protein HSP 90-alpha,HSP90AA1,P07900,CHEMBL3880,Other cytosolic protein,0.0,4 /  0     
Cytosolic phospholipase A2,PLA2G4A,P47712,CHEMBL3816,Enzyme,0.0,0 /  2     
Serine/threonine-protein kinase PIM1,PIM1,P11309,CHEMBL2147,Kinase,0.0,7 /  6     
Serine/threonine-protein kinase Aurora-B,AURKB,Q96GD4,CHEMBL2185,Kinase,0.0,3 /  3     
CDC7/DBF4 (Cell division cycle 7-related protein kinase/Activator of S phase kinase),CDC7,O00311,CHEMBL5443,Kinase,0.0,1 /  0     
Carbonic anhydrase III,CA3,P07451,CHEMBL2885,Lyase,0.0,1 /  3     
Carbonic anhydrase VI,CA6,P23280,CHEMBL3025,Lyase,0.0,1 /  3     
Carbonic anhydrase XIV,CA14,Q9ULX7,CHEMBL3510,Lyase,0.0,1 /  3     
Carbonic anhydrase XIII,CA13,Q8N1Q1,CHEMBL3912,Lyase,0.0,1 /  4     
Carbonic anhydrase VA,CA5A,P35218,CHEMBL4789,Lyase,0.0,1 /  3     
Plasma kallikrein,KLKB1,P03952,CHEMBL2000,Protease,0.0,1 /  0     
Protein farnesyltransferase,FNTA FNTB,P49354 P49356,CHEMBL2094108,Enzyme,0.0,1 /  0     
Insulin-like growth factor binding protein 6,IGFBP6,P24592,CHEMBL2139,Secreted protein,0.0,1 /  0     
Insulin-like growth factor binding protein 4,IGFBP4,P22692,CHEMBL2310,Secreted protein,0.0,1 /  0     
Insulin-like growth factor binding protein 5,IGFBP5,P24593,CHEMBL2665,Secreted protein,0.0,1 /  0     
Insulin-like growth factor binding protein 2,IGFBP2,P18065,CHEMBL3088,Secreted protein,0.0,1 /  0     
Insulin-like growth factor binding protein 1,IGFBP1,P08833,CHEMBL4178,Secreted protein,0.0,1 /  0     
Heat shock protein HSP 90-beta,HSP90AB1,P08238,CHEMBL4303,Other cytosolic protein,0.0,1 /  0     
Protein-arginine N-methyltransferase 1,PRMT1,Q99873,CHEMBL5524,Writer,0.0,1 /  0     
Serine/threonine-protein kinase RAF,RAF1,P04049,CHEMBL1906,Kinase,0.0,1 /  0     
Nerve growth factor receptor Trk-A,NTRK1,P04629,CHEMBL2815,Kinase,0.0,1 /  0     
Serine/threonine-protein kinase PIM2,PIM2,Q9P1W9,CHEMBL4523,Kinase,0.0,1 /  0     
Serine/threonine-protein kinase B-raf,BRAF,P15056,CHEMBL5145,Kinase,0.0,1 /  0     
Trypsin I,PRSS1,P07477,CHEMBL209,Protease,0.0,3 /  0     
Interleukin-8 receptor B,CXCR2,P25025,CHEMBL2434,Family A G protein-coupled receptor,0.0,2 /  0     
Dihydroorotate dehydrogenase   (by homology),DHODH,Q02127,CHEMBL1966,Oxidoreductase,0.0,1 /  0     
Eukaryotic translation initiation factor 4H,EIF4H,Q15056,CHEMBL1293274,Other nuclear protein,0.0,1 /  0     
Aldose reductase,AKR1B1,P15121,CHEMBL1900,Enzyme,0.226317623225,12 /  70     
TNF-alpha,TNF,P01375,CHEMBL1825,Secreted protein,0.20956901027,0 /  3     
Interleukin-2,IL2,P60568,CHEMBL5880,Secreted protein,0.20956901027,0 /  4     
Xanthine dehydrogenase,XDH,P47989,CHEMBL1929,Oxidoreductase,0.134155403425,3 /  19     
Adenosine A1 receptor   (by homology),ADORA1,P30542,CHEMBL226,Family A G protein-coupled receptor,0.117389882171,0 /  17     
Carbonic anhydrase VII,CA7,P43166,CHEMBL2326,Lyase,0.109013467516,4 /  14     
Carbonic anhydrase XII,CA12,O43570,CHEMBL3242,Lyase,0.109013467516,4 /  23     
Ribosomal protein S6 kinase alpha 3,RPS6KA3,P51812,CHEMBL2345,Kinase,0.100634432184,0 /  19     
Quinone reductase 2,NQO2,P16083,CHEMBL3959,Enzyme,0.100634432184,0 /  1     
Lymphocyte differentiation antigen CD38,CD38,P28907,CHEMBL4660,Enzyme,0.100634432184,0 /  3     
Carbonic anhydrase II,CA2,P00918,CHEMBL205,Lyase,0.100634432184,3 /  13     
Carbonic anhydrase IV,CA4,P22748,CHEMBL3729,Lyase,0.100634432184,3 /  11     
NADPH oxidase 4,NOX4,Q9NPH5,CHEMBL1250375,Enzyme,0.100634432184,1 /  7     
Adrenergic receptor alpha-2,ADRA2C,P18825,CHEMBL1916,Family A G protein-coupled receptor,0.100634432184,2 /  2     
Cyclooxygenase-2,PTGS2,P35354,CHEMBL230,Oxidoreductase,0.100634432184,1 /  6     
Arachidonate 5-lipoxygenase,ALOX5,P09917,CHEMBL215,Oxidoreductase,0.100634432184,0 /  48     
Neuromedin-U receptor 2,NMUR2,Q9GZQ4,CHEMBL1075144,Family A G protein-coupled receptor,0.100634432184,1 /  1     
Alpha-2a adrenergic receptor,ADRA2A,P08913,CHEMBL1867,Family A G protein-coupled receptor,0.100634432184,1 /  1     
Acetylcholinesterase,ACHE,P22303,CHEMBL220,Hydrolase,0.100634432184,1 /  36     
Phosphodiesterase 5A,PDE5A,O76074,CHEMBL1827,Phosphodiesterase,0.100634432184,0 /  7     
Aldehyde dehydrogenase,ALDH2,P05091,CHEMBL1935,Oxidoreductase,0.100634432184,0 /  25     
Epidermal growth factor receptor erbB1,EGFR,P00533,CHEMBL203,Kinase,0.100634432184,0 /  21     
Equilibrative nucleoside transporter 1,SLC29A1,Q99808,CHEMBL1997,Electrochemical transporter,0.100634432184,2 /  0     
Cytochrome P450 1B1,CYP1B1,Q16678,CHEMBL4878,Cytochrome P450,0.100634432184,0 /  42     
Adenosine A3 receptor,ADORA3,P0DMS8,CHEMBL256,Family A G protein-coupled receptor,0.100634432184,0 /  16     
Plasminogen,PLG,P00747,CHEMBL1801,Protease,0.0,0 /  2     
Carbonic anhydrase I,CA1,P00915,CHEMBL261,Lyase,0.0,0 /  10     
ATP-binding cassette sub-family G member 2,ABCG2,Q9UNQ0,CHEMBL5393,Primary active transporter,0.0,0 /  45     
Microtubule-associated protein tau,MAPT,P10636,CHEMBL1293224,Unclassified protein,0.0,0 /  1     
Lysine-specific demethylase 4D-like,KDM4E,B2RXH2,CHEMBL1293226,Eraser,0.0,0 /  2     
G-protein coupled receptor 35,GPR35,Q9HC97,CHEMBL1293267,Family A G protein-coupled receptor,0.0,0 /  4     
Vasopressin V2 receptor,AVPR2,P30518,CHEMBL1790,Family A G protein-coupled receptor,0.0,0 /  1     
DNA topoisomerase II alpha,TOP2A,P11388,CHEMBL1806,Isomerase,0.0,0 /  1     
Monoamine oxidase A,MAOA,P21397,CHEMBL1951,Oxidoreductase,0.0,0 /  3     
Insulin-like growth factor I receptor,IGF1R,P08069,CHEMBL1957,Kinase,0.0,0 /  1     
Tyrosine-protein kinase receptor FLT3,FLT3,P36888,CHEMBL1974,Kinase,0.0,0 /  6     
Insulin receptor,INSR,P06213,CHEMBL1981,Kinase,0.0,0 /  1     
Serine/threonine-protein kinase PIM1,PIM1,P11309,CHEMBL2147,Kinase,0.0,0 /  3     
Serine/threonine-protein kinase Aurora-B,AURKB,Q96GD4,CHEMBL2185,Kinase,0.0,0 /  1     
Dopamine D4 receptor,DRD4,P21917,CHEMBL219,Family A G protein-coupled receptor,0.0,0 /  1     
Glyoxalase I,GLO1,Q04760,CHEMBL2424,Enzyme,0.0,0 /  4     
"Myosin light chain kinase, smooth muscle",MYLK,Q15746,CHEMBL2428,Kinase,0.0,0 /  1     
Myeloperoxidase,MPO,P05164,CHEMBL2439,Enzyme,0.0,0 /  1     
PI3-kinase p85-alpha subunit,PIK3R1,P27986,CHEMBL2506,Enzyme,0.0,0 /  1     
Death-associated protein kinase 1,DAPK1,P53355,CHEMBL2558,Kinase,0.0,0 /  2     
Liver glycogen phosphorylase,PYGL,P06737,CHEMBL2568,Enzyme,0.0,0 /  1     
Tyrosine-protein kinase SYK,SYK,P43405,CHEMBL2599,Kinase,0.0,0 /  3     
Glycogen synthase kinase-3 beta,GSK3B,P49841,CHEMBL262,Kinase,0.0,0 /  3     
Tyrosine-protein kinase SRC,SRC,P12931,CHEMBL267,Kinase,0.0,0 /  9     
Focal adhesion kinase 1,PTK2,Q05397,CHEMBL2695,Kinase,0.0,0 /  1     
Estradiol 17-beta-dehydrogenase 2,HSD17B2,P37059,CHEMBL2789,Enzyme,0.0,0 /  2     
Vascular endothelial growth factor receptor 2,KDR,P35968,CHEMBL279,Kinase,0.0,0 /  1     
Matrix metalloproteinase 13,MMP13,P45452,CHEMBL280,Protease,0.0,0 /  1     
Matrix metalloproteinase 3,MMP3,P08254,CHEMBL283,Protease,0.0,0 /  1     
Carbonic anhydrase III,CA3,P07451,CHEMBL2885,Lyase,0.0,0 /  1     
Arachidonate 15-lipoxygenase,ALOX15,P16050,CHEMBL2903,Enzyme,0.0,0 /  4     
Multidrug resistance-associated protein 1,ABCC1,P33527,CHEMBL3004,Primary active transporter,0.0,0 /  11     
Serine/threonine-protein kinase PLK1,PLK1,P53350,CHEMBL3024,Kinase,0.0,0 /  1     
Carbonic anhydrase VI,CA6,P23280,CHEMBL3025,Lyase,0.0,0 /  1     
Cyclin-dependent kinase 1,CDK1,P06493,CHEMBL308,Kinase,0.0,0 /  3     
Matrix metalloproteinase 9,MMP9,P14780,CHEMBL321,Protease,0.0,0 /  2     
PI3-kinase p110-gamma subunit,PIK3CG,P48736,CHEMBL3267,Enzyme,0.0,0 /  1     
Matrix metalloproteinase 2,MMP2,P08253,CHEMBL333,Protease,0.0,0 /  2     
Protein kinase N1,PKN1,Q16512,CHEMBL3384,Kinase,0.0,0 /  1     
Carbonic anhydrase XIV,CA14,Q9ULX7,CHEMBL3510,Lyase,0.0,0 /  1     
Casein kinase II alpha,CSNK2A1,P68400,CHEMBL3629,Kinase,0.0,0 /  2     
Arachidonate 12-lipoxygenase,ALOX12,P18054,CHEMBL3687,Enzyme,0.0,0 /  3     
Hepatocyte growth factor receptor,MET,P08581,CHEMBL3717,Kinase,0.0,0 /  1     
Serine/threonine-protein kinase NEK2,NEK2,P51955,CHEMBL3835,Kinase,0.0,0 /  1     
Carbonic anhydrase XIII   (by homology),CA13,Q8N1Q1,CHEMBL3912,Lyase,0.0,0 /  3     
Interleukin-8 receptor A,CXCR1,P25024,CHEMBL4029,Family A G protein-coupled receptor,0.0,0 /  1     
CaM kinase II beta,CAMK2B,Q13554,CHEMBL4121,Kinase,0.0,0 /  1     
ALK tyrosine kinase receptor,ALK,Q9UM73,CHEMBL4247,Kinase,0.0,0 /  1     
P-glycoprotein 1,ABCB1,P08183,CHEMBL4302,Primary active transporter,0.0,0 /  44     
Serine/threonine-protein kinase NEK6,NEK6,Q9HC98,CHEMBL4309,Kinase,0.0,0 /  1     
Phospholipase A2 group 1B,PLA2G1B,P04054,CHEMBL4426,Enzyme,0.0,0 /  1     
Carbonic anhydrase VA,CA5A,P35218,CHEMBL4789,Lyase,0.0,0 /  1     
Tyrosine-protein kinase receptor UFO,AXL,P30530,CHEMBL4895,Kinase,0.0,0 /  1     
DNA-(apurinic or apyrimidinic site) lyase,APEX1,P27695,CHEMBL5619,Enzyme,0.0,0 /  1     
NUAK family SNF1-like kinase 1,NUAK1,O60285,CHEMBL5784,Kinase,0.0,0 /  1     
Aldo-keto reductase family 1 member C2   (by homology),AKR1C2,P52895,CHEMBL5847,Enzyme,0.0,0 /  1     
Aldo-keto reductase family 1 member C1   (by homology),AKR1C1,Q04828,CHEMBL5905,Enzyme,0.0,0 /  1     
Aldo-keto-reductase family 1 member C3   (by homology),AKR1C3,P42330,CHEMBL4681,Enzyme,0.0,0 /  1     
Aldo-keto reductase family 1 member C4   (by homology),AKR1C4,P17516,CHEMBL4999,Enzyme,0.0,0 /  1     
Adenosine A2a receptor   (by homology),ADORA2A,P29274,CHEMBL251,Family A G protein-coupled receptor,0.0,0 /  8     
Aldehyde reductase   (by homology),AKR1A1,P14550,CHEMBL2246,Enzyme,0.0,0 /  1     
Protein kinase C gamma,PRKCG,P05129,CHEMBL2938,Kinase,0.0,56 /  0     
Protein kinase C delta,PRKCD,Q05655,CHEMBL2996,Kinase,0.0,57 /  0     
Protein kinase C alpha,PRKCA,P17252,CHEMBL299,Kinase,0.0,58 /  0     
Protein kinase C beta,PRKCB,P05771,CHEMBL3045,Kinase,0.0,64 /  0     
Protein kinase C (PKC),PRKCZ,Q05513,CHEMBL3438,Kinase,0.0,12 /  0     
Protein kinase C epsilon,PRKCE,Q02156,CHEMBL3582,Kinase,0.0,53 /  0     
Protein kinase C eta,PRKCH,P24723,CHEMBL3616,Kinase,0.0,54 /  0     
cAMP-dependent protein kinase alpha-catalytic subunit,PRKACA,P17612,CHEMBL4101,Kinase,0.0,18 /  0     
Squalene monooxygenase   (by homology),SQLE,Q14534,CHEMBL3592,Enzyme,0.0,4 /  0     
Telomerase reverse transcriptase,TERT,O14746,CHEMBL2916,Enzyme,0.0,0 /  15     
Cyclin-dependent kinase 5/CDK5 activator 1,CDK5R1 CDK5,Q15078 Q00535,CHEMBL1907600,Kinase,0.0,0 /  5     
Cyclin-dependent kinase 1/cyclin B,CCNB3 CDK1 CCNB1 CCNB2,Q8WWL7 P06493 P14635 O95067,CHEMBL2094127,Other cytosolic protein,0.0,0 /  4     
